firm_name,cluster_id,entity_type,PC1,PC2,PC3,PC4,PC5,PC6,PC7
"Phillips & Garcia, LLP",Outcome Specialists,firm,-1.5018273963233595,-3.409380124104642,-0.1895348494245765,0.9788498569823,0.12353025433295044,0.210883260528908,-0.6991124157840549
"Carter, Davis & Partners",Efficient Volume Handlers,firm,2.0831569294891232,1.132305131141672,0.3549175022249981,0.6224783872543896,0.24453769262452751,-0.8967111239004399,0.018652805808885148
"Campbell & Kennedy, LLP",Efficient Volume Handlers,firm,1.8231310201178819,-0.2422132777372206,1.1760002298161103,0.9707514657522078,-0.4475682170218445,-0.06201100296588212,0.2283269056876243
"Turner, Thompson & Carter, P.C.",Outcome Specialists,firm,-0.5168478207045376,-1.1032983779502359,0.024566848743869128,1.0365664664178091,-1.394870353631912,0.9836352518374634,0.3515310697313951
"Collins, Turner & Partners",Efficient Volume Handlers,firm,0.7882509224496479,0.5720610247242941,0.794665190919804,-0.767347437249425,-1.7173277442310615,1.13393046082985,-0.0911838203305949
"Edwards, Lewis & Partners",Outcome Specialists,firm,0.03736078275739655,-0.4012718816344322,-0.3704562156638557,0.8752389030838303,-0.7230582523369843,-0.7728821087576737,0.17035252504257495
"Taylor & Campbell, LLP",Outcome Specialists,firm,0.5969683038758241,-2.4904421704692576,-2.0460822832721846,-0.44209200298388573,1.7120979919316652,-0.2762273535210237,0.8224606615644233
"Foster, Nelson & Thompson, P.C.",Efficient Volume Handlers,firm,1.112958287147012,-0.6526165458524184,0.987467581801722,-0.49838537743388495,0.15439819426444232,-0.16234431113660733,0.544174621374946
"Edwards & Parker, LLP",High-Value Core Firms,firm,-1.4451943298828742,0.8448153726890603,0.14407484187777334,1.003822838473457,0.11614800311644682,-0.7661933795043518,-0.4318034970117426
"Jackson, Scott & Partners",High-Value Core Firms,firm,-0.4795901431736405,0.0772139209816397,0.870901599849429,0.6279137384261821,0.5649950280164446,-0.19523806073970618,0.26546066509058663
"Carter & Associates, LLP",Efficient Volume Handlers,firm,-0.2280191763072529,0.2344536949411627,1.1722061112506978,1.4214653728602864,0.47178857338427205,-0.8077794820672008,0.49642333800896543
"Turner, Phillips & Partners",High-Cost/ Underperformers,firm,1.4356638994698971,0.4901728327666903,-2.4299894345474224,0.0649152877296875,0.8014810743359925,0.03157672834559785,0.29905569626272344
"White, Scott & Parker, P.C.",Outcome Specialists,firm,0.4449553624754116,-0.9621770624306719,-1.050928848236773,-0.2125756489017459,-0.7834507838846786,-0.0649273661519718,1.16107723332866
"Hughes, Martin & Partners",Efficient Volume Handlers,firm,1.1784442397301251,-0.6275325909479315,-0.4144389695410115,-1.1793907399923445,0.0420667678002321,-0.6064427775102194,-0.5242094810850556
"Parker & Associates, LLP",High-Value Core Firms,firm,-2.6557041537270694,-0.6715353984483667,0.33453636536337855,-0.4318583884661503,-0.5501103213588803,-0.5737937427279532,-0.004876780457825504
"Nelson, Carter & Partners",Efficient Volume Handlers,firm,4.744159525032098,0.871720637687254,-0.23208875187285202,-0.6969761788860687,0.5733981653820992,-0.3932748647195179,-1.4965513023169958
"Thompson, Henderson & Roberts, P.C.",Efficient Volume Handlers,firm,1.7478084455328384,-0.7936666353441558,0.8845471181561477,0.9294148826798369,-0.035735379789273505,-0.4327077413047495,0.40370928722118554
"Young & Thompson, LLP",Efficient Volume Handlers,firm,1.8001362877912883,-0.7004602610251384,0.8506361937314858,-0.5492156668242243,0.2258554560151098,-0.7079344169108447,0.20550109114912385
"Phillips, Roberts & Partners",Outcome Specialists,firm,0.18791145428255218,-1.5283183808230345,-0.0019555261852130996,-0.8715479275320638,-0.5299592182410859,-0.39875854770186075,0.7391434552147331
"Young & White, LLP",Efficient Volume Handlers,firm,0.1767270281523459,-0.9432455745938626,0.9216314214216623,-0.07223601623683404,0.8607851183802265,-0.507089566578461,0.24097390628953883
"Murphy & Williams, LLP",Outcome Specialists,firm,-0.4031707211174492,-0.4916325275684099,-0.007445100469311997,-0.24443860046101937,-0.5651225064417891,-0.9074456107507646,-0.26358548957501415
Sanchez Baker Law Group,High-Value Core Firms,firm,-0.7886024897083489,-0.2187871912218721,0.4939183878198371,-0.4622545873343927,-0.5279300309053998,0.9057247786006589,0.2012372661176415
"Henderson & Edwards, LLP",Efficient Volume Handlers,firm,0.43220019810219457,0.7746700494420313,0.8238417828223588,0.5907464854300999,0.19025594679641844,0.32763172218990805,-0.6869708100421195
"Kennedy, Nelson & Foster, P.C.",Efficient Volume Handlers,firm,-0.20530052459476114,2.0021999333256195,0.8631392279011002,0.12874031745635664,-0.9554318751237406,0.013199890360416189,-0.8583923766200825
"Taylor, Young & Collins, P.C.",Efficient Volume Handlers,firm,0.5745715214528291,-0.13828525932304556,1.2269584869625538,-0.7826090547894493,-0.05077969400112745,-1.1336611518255655,-0.4208554788127395
"Walker, Taylor & Murphy, P.C.",Efficient Volume Handlers,firm,0.48955902313803085,0.38693105711560694,0.9365701995470094,0.9754096704564006,0.8626129607774122,0.5065324602628594,-0.11248081792693955
Turner Murphy Law Group,Outcome Specialists,firm,-0.36902022419359665,-2.14794118245569,-1.2904742684025694,0.7417026893290473,-0.7550548649784178,-0.7354947539465986,-0.33891653350183176
"Stevens & Lewis, LLP",Efficient Volume Handlers,firm,0.10828670695487405,0.1417255424232317,1.2753052891748955,0.9740119704647002,-0.5607733259385996,-0.5799003699514469,0.1665894180852811
"Hughes, Garcia & Lewis, P.C.",Outcome Specialists,firm,1.2435845088244017,-3.63836307727101,-0.22811356246755352,-0.585834564320943,1.0271707624082471,0.5816618948642079,-1.312851679852061
Anderson Young Law Group,High-Value Core Firms,firm,-1.6980349810895876,-0.2634975625811045,0.7556426442909786,0.4628634811377685,-0.3494851283043098,-0.773463448383003,0.4069786052051929
"Nelson & Associates, LLP",High-Value Core Firms,firm,-1.5320193231514574,0.5033260734523917,-0.7131767831794976,-0.20783376319087213,-0.20398458880322012,0.8340766266373079,-0.363761627165167
"Scott, Phillips & Partners",High-Cost/ Underperformers,firm,-1.4116135575893203,1.4923731968077334,-2.79012385838251,-0.5890232646310176,0.39954740952569606,-0.5911165926294072,-0.48779414822188427
"Campbell & Associates, LLP",High-Cost/ Underperformers,firm,1.5910486670362036,0.4423205190583947,-2.642134841628382,0.060195622283923195,-0.5791674726723003,-0.6301519029942249,1.1031999808949406
"Taylor & Associates, LLP",Efficient Volume Handlers,firm,2.6286901564160154,-1.5661073722720034,-0.11307351965201504,-0.5410726188343972,-1.2221150761936754,0.7298879939102065,0.7076143224638571
"Campbell, Jackson & Carter, P.C.",High-Cost/ Underperformers,firm,0.4072174192109011,0.5117804686878765,-0.7516327666517143,-0.7117952633352685,0.05916386215050918,-0.8728609449572031,-0.15244342660520918
Walker Henderson Law Group,Efficient Volume Handlers,firm,2.2753578664791703,-0.9064281244265305,0.393418633154815,0.6099051414751754,0.7262299671810647,0.5615840075580022,0.22603231244170743
"Campbell, Davis & Partners",High-Value Core Firms,firm,-1.4095830865172254,-1.0709132962035974,0.8034961771363931,0.08371790846724712,-0.02303003458494964,0.7694079297394477,0.4891655831942656
"Garcia, Davis & Partners",High-Value Core Firms,firm,-1.2193745089535661,0.19273080383125848,0.3696653834687895,-0.5502745453519948,0.365788522126136,0.5581049410749673,0.2930348147470065
"Baker, Carter & Partners",High-Cost/ Underperformers,firm,0.8424553426883511,-0.3072598494755454,-1.8691992879540342,0.44820179929426657,-0.45039721225256973,0.8633200828466799,1.38505874806271
Stevens Garcia Law Group,Outcome Specialists,firm,-1.5501035374480392,-1.0979881661486808,-3.5915989339607517,0.39317011749554764,0.1638595335058783,-0.4076688759730496,-0.9668266906052295
"Scott & Williams, LLP",Outcome Specialists,firm,-0.8772102506729919,-0.9452039395908893,0.7115408269561952,-0.09095351482212093,-0.4460184371099637,-0.594594348307824,-0.019622024394147584
"Young & Associates, LLP",Efficient Volume Handlers,firm,0.27741961280561583,0.456102137492185,0.9605778141001744,-0.768906045497907,0.20905926316537385,0.3825143287553327,0.49152972006842904
"Parker & Collins, LLP",Outcome Specialists,firm,-1.0461005445445424,-1.7467389117698842,0.4804220977582148,-1.0831918858627476,0.22279349990650973,0.3298662301857307,0.4957758418450479
"Roberts, Mitchell & Williams, P.C.",Outcome Specialists,firm,0.273702839984982,-2.5081446821534406,-0.7395208712658613,-1.2424605646323363,-0.1274381163610197,0.4891125755648153,0.19103738121421415
"Baker, Kennedy & Scott, P.C.",High-Value Core Firms,firm,-3.4749725235524265,1.4153655879148674,0.2295620649568143,0.3775035632461873,0.38667686858033734,-0.3376159301666053,0.28322881389821175
Baker Parker Law Group,High-Value Core Firms,firm,-1.3576840495803622,0.28769169501151787,0.3899910546586262,0.08828190755908115,1.0142473227133721,0.09782654579013,-0.34417683724936343
"Scott, Henderson & Sanchez, P.C.",High-Value Core Firms,firm,-1.4176085569186105,0.885618818327968,0.17592645104806268,-1.3430087336639225,0.1698037762806302,0.5275845749164408,-0.183151147738632
"Roberts, Lewis & Jackson, P.C.",High-Value Core Firms,firm,-1.426273601280282,-0.29463630249503403,-0.2923090196419865,-0.6479336588498782,-0.5645640256268621,0.18225364429768484,0.6174524253981641
"Taylor, Lewis & Partners",High-Cost/ Underperformers,firm,0.8627017890968189,4.048896093567677,-0.9451963128670211,-1.6725514028222976,0.7178056502607276,0.5277196373106908,-0.5046946930147627
"Young & Sanchez, LLP",Efficient Volume Handlers,firm,0.8100897525946827,0.2096238861703447,1.166188365911801,-0.06325087566534027,0.3988863677399113,0.7368610054420928,-0.09760735279712487
"Murphy, Williams & Mitchell, P.C.",Outcome Specialists,firm,1.6915699011642011,-1.5872715478505504,-1.1302315642780882,0.4967869316470285,-0.32232755521569567,0.5512343641000768,-1.1006561506601538
"Sanchez & Walker, LLP",Outcome Specialists,firm,0.5405074320793286,-1.3457186104807555,0.2276859851565678,1.1705410559018534,0.03614521903336964,0.9152231757276008,-0.4913906736611676
"Lewis, Davis & Williams, P.C.",High-Value Core Firms,firm,-1.11971400240103,2.9849997370335304,0.112460108663634,0.39523059439309693,0.8653508487067482,0.5235088887277778,0.3469580585462955
"Roberts, Kennedy & Partners",Efficient Volume Handlers,firm,1.2061331396893462,1.077805924108135,1.2072509711643769,-0.07632401228172245,0.7293416812503059,-0.6328483572562397,0.3779714275762429
"Anderson & Williams, LLP",Efficient Volume Handlers,firm,1.501715227975895,0.5881511051988025,0.4481380063821527,-0.5463787983045945,-1.2641899796876104,0.6891817947872478,-0.88790480820016
"Edwards & Associates, LLP",Outcome Specialists,firm,-1.154686178574803,-2.3490218200963495,-0.098445127334155,0.5956370403944397,0.45087241629486413,0.3597197623087887,-0.34724063397097943
"Hughes & Turner, LLP",Efficient Volume Handlers,firm,0.572779263333936,0.6448882416749153,0.8462238944200623,0.12098854497476588,-1.7518010116396137,0.8071278523368483,-0.39897134089483044
"Taylor, White & Collins, P.C.",Efficient Volume Handlers,firm,0.4487535034544215,0.2068141208444279,0.07589657487842763,-1.3646932832568766,-0.171750922507786,1.132877396443812,0.34910891913961106
"Henderson, Foster & Baker, P.C.",High-Value Core Firms,firm,-1.7851209784066742,0.7040709554049872,-0.5515025842616529,0.1415860998646425,1.651145559435129,0.9765153264212698,-0.30873825315708736
White Garcia Law Group,Outcome Specialists,firm,0.11168249585609323,-0.4694620653971571,-0.14291021200059348,1.413319788633293,0.42663320087236983,0.19473445650531612,-0.1424438966581154
"Garcia & Foster, LLP",High-Value Core Firms,firm,-1.8105541058845598,1.4210792483934165,0.8810144299670885,-0.9678025413009307,-0.3800004837020816,0.8825264321122872,-0.4508964745098423
"Davis, Foster & Turner, P.C.",Outcome Specialists,firm,0.4069290752929662,-0.7087402283423868,0.14978868884573315,0.21891204283153837,0.39695330499537884,-0.21948233326401972,0.08309775947735004
"Kennedy, Baker & Mitchell, P.C.",High-Value Core Firms,firm,-1.4996418083351095,2.2644526977448987,-0.831043978562506,1.301696463520625,-1.0069330575317466,1.0925889754082296,0.3514362594521126
Nelson Martin Law Group,High-Value Core Firms,firm,-0.42490488528377707,1.0947200899838765,1.2364339257550383,1.1390283406102146,0.281758913615737,-0.12354986427604775,-0.7615106828981676
Thompson Foster Law Group,Outcome Specialists,firm,0.7040862348796184,-2.259353103125073,0.4952329079298649,-0.8960448428940009,1.3216295343334419,0.15094516292924356,0.9507809279464497
"White, Thompson & Partners",Outcome Specialists,firm,-0.17542809997845984,-0.17529986036020725,-0.2224979660614101,-0.1770590820876845,0.7848162947202257,-0.7328884293293794,-0.4043789040077276
"Garcia, Baker & Walker, P.C.",Efficient Volume Handlers,firm,0.7400039012618683,-0.02615657975972144,0.6252321485405654,-0.9202473863298419,-0.05774651698034021,-0.010803134251972716,-0.3046515204866243
"Anderson, Garcia & Hughes, P.C.",Efficient Volume Handlers,firm,0.8966421124474211,-0.27088899765923047,0.8314809835039896,0.3581277066497668,0.007043495964817992,-0.3890850877884278,-0.2585509214834485
Williams Edwards Law Group,Outcome Specialists,firm,-0.3428970716270793,-0.2192513642456625,-0.6039185815297503,-0.34339785547867013,0.40405091604987087,0.08275057872183847,-0.15292633929353455
"Williams, Davis & Campbell, P.C.",Efficient Volume Handlers,firm,3.6792120073799985,-0.38328375086445243,0.814381175709537,-1.1804743539550404,-0.4666734625066503,-0.6588312363621552,-0.7259892654700573
"Jackson & Murphy, LLP",High-Cost/ Underperformers,firm,1.5040162301136766,1.6483006612126112,-0.5400235196116466,0.7306807487681528,-0.3665764329682629,-1.2394942683007744,0.3427454318288542
"Walker & Associates, LLP",Efficient Volume Handlers,firm,0.24451654848141266,0.24113656573347972,0.9245462968427054,0.1868381412719002,0.750262900783464,0.25660040706105525,-0.06992900503564177
"Phillips & Associates, LLP",Outcome Specialists,firm,-0.048078635651845766,-0.06128425138960635,-0.07742083210266049,-0.43746791682052283,-0.4146668488101502,0.5411612744391249,0.5684788833967541
"Williams, Martin & Partners",High-Value Core Firms,firm,-2.8724432626433583,0.6343522802963016,1.1858344100588325,-0.6193154834245048,-0.30945838390316127,-0.990929644391566,-0.034025992029462555
"Jackson & Associates, LLP",Efficient Volume Handlers,firm,0.03655652294598218,0.09648412083786395,0.9006326075111423,0.3085966815108929,-0.19005362674451193,-0.5236968240472297,0.5493965527074454
Edwards Taylor Law Group,High-Cost/ Underperformers,firm,2.6260271526076395,1.017531944103038,-2.4812693009596045,-0.13051138173772267,-0.609027717565754,-0.5442203081286096,0.35548163460052895
"Carter & Martin, LLP",Outcome Specialists,firm,-0.9811231336074049,-0.615287909530948,-0.25985285637790173,-0.15999965707754246,-0.5392744954405659,-0.32103637277524866,-0.6948221951109369
"Kennedy, Parker & Edwards, P.C.",High-Value Core Firms,firm,-0.4557603637409742,1.2158984772926411,-0.1618322458917188,0.019611124949013153,1.3101232720385154,0.6448079959615884,0.17463124474229047
"Scott, Garcia & Mitchell, P.C.",High-Value Core Firms,firm,-2.7786584554814087,-1.1635040741586506,0.4150964766284557,1.1655836991051187,-0.34188237878182237,0.6675906556360242,-0.97381573630492
"White & Associates, LLP",High-Cost/ Underperformers,firm,1.8884125593778585,1.6805081613093675,-2.153674067564026,0.9417581616727873,-0.138866276624649,0.6913211247347293,1.1114125284912175
"Young, Henderson & Lewis, P.C.",High-Cost/ Underperformers,firm,-0.5338512769245658,0.1223637698717152,-2.280937626171483,0.6420769690379133,-0.2568532265842625,-0.34967906318234165,0.11808715782092977
"Turner & Associates, LLP",High-Cost/ Underperformers,firm,-0.08587885974412306,2.909814845826129,-2.1914135942790436,0.07644245080434435,0.7653617315772355,-0.11708623378335813,-0.01614224948074985
"Jackson & Sanchez, LLP",High-Cost/ Underperformers,firm,0.5714532827542436,0.9946689400903939,-0.7029904909174534,-0.8487487128407609,-0.7832711534652417,0.041054015596029815,-1.2761290038414734
"Scott, Baker & Partners",High-Value Core Firms,firm,-2.5700655564813926,1.3019056943862124,0.4694258686931441,-1.0429396802813833,-0.1432051416438096,0.1404689463928934,0.868215294191875
"Roberts & Nelson, LLP",High-Value Core Firms,firm,-3.518354998687635,-1.3868824169732497,-0.9004362148865758,-0.4225549189393091,-1.2683344070962665,-0.8289119111335311,0.395812098626957
Lewis Davis Law Group,High-Value Core Firms,firm,-2.3676936352434184,0.6418834662879489,0.5886222291934272,-0.6824919748130519,0.18215172945172298,-0.7540715629761275,-0.012700551799739643
Murphy Brown Law Group,Efficient Volume Handlers,firm,1.2871374154123405,1.5850109449427774,0.4577340582065405,0.29848155314064995,0.1741202569195755,-0.402536595766592,0.3560821558954203
"Foster & Associates, LLP",High-Value Core Firms,firm,-3.323865642066876,-1.1147681964891265,-0.32278229047916923,-0.4665593350576762,0.876657060674528,-0.16002437507216835,0.11786296352447134
"Garcia & Young, LLP",Efficient Volume Handlers,firm,2.921637282228676,1.0736883221667517,1.5690071433880644,0.5653241858920781,0.9401227034813171,0.03437000814994934,0.6525453471712537
"Murphy & Associates, LLP",Efficient Volume Handlers,firm,0.8851438562823554,-0.8201333540573194,0.791156662910653,0.11961157847168066,0.9434471614259802,0.6544999093012362,1.0484342109148423
"Carter & Murphy, LLP",Efficient Volume Handlers,firm,2.105474765215053,0.36401564950417853,-0.1276072811635642,0.9307245825447649,-0.11523768165423076,0.6783931179785989,-0.4386603792017976
"Mitchell & Collins, LLP",Outcome Specialists,firm,0.027658414962029792,-0.8650293974262893,-1.460820818991542,0.9047017072394516,-0.5309243127242528,0.38283932399833276,-0.44890958108607504
"Mitchell & Edwards, LLP",Efficient Volume Handlers,firm,0.4947675009291197,0.8719134528256365,1.7197120551142002,0.317131186445949,-0.9890465482642903,-0.7012807448394471,0.33673125188792163
"Roberts, Thompson & Partners",Efficient Volume Handlers,firm,0.3939309615315431,0.7656419272132362,0.3916518379399081,-0.1587515256662649,-1.2069359673635403,-0.42597119400087946,0.33550610508648093
"Foster & Brown, LLP",High-Value Core Firms,firm,-1.9129323015989652,1.932221691436332,-0.21314834146476402,0.12850974752013375,0.12389355096210622,0.43793857153020993,-0.05101092982697939
"Henderson, Mitchell & Campbell, P.C.",Efficient Volume Handlers,firm,1.310473372416393,-0.9030521905496941,0.3471168460760092,0.3420863103843118,0.25964822492387674,0.02370645162606756,-0.8461850989234039
Jackson Parker Law Group,High-Value Core Firms,firm,-2.0324666151395974,-0.4399854338277557,0.8314561524828445,-0.3070422950211917,0.2042046687803981,-0.7346038279658343,-0.046551532481241414
Walker Hughes Law Group,High-Cost/ Underperformers,firm,-0.48123882033949456,0.7055337214389152,-1.00566690166219,-0.2176256200077199,0.00456269494897272,-0.35461107370913586,-0.8009413214326241
"Baker & Mitchell, LLP",High-Value Core Firms,firm,-1.1303593109528545,0.6793347049138581,0.920520071912585,0.6553070338798215,0.5175082940006323,0.297439732764931,-0.2138109758239542
"Baker, Jackson & Williams, P.C.",Efficient Volume Handlers,firm,0.6478354466647773,-0.4108290607345669,1.1338519911173448,-0.8757393596664697,-0.024379418743257986,0.26790994513473837,0.22619814040213884
Cluster Efficient Volume Handlers Centroid,Efficient Volume Handlers,centroid,1.1663983513926195,0.13645677484350877,0.7495798855659326,-0.007532349048735327,-0.06843570972585351,-0.030502811973768265,-0.007155331673519862
Cluster High-Cost/ Underperformers Centroid,High-Cost/ Underperformers,centroid,0.708954909827545,1.2120773311742306,-1.7526347694766562,-0.09276804659874711,-0.033556697641069735,-0.1957099076039482,0.11360741041270776
Cluster High-Value Core Firms Centroid,High-Value Core Firms,centroid,-1.7965621359215957,0.4613767201105166,0.26749434020212076,-0.020785680168246997,0.10968649763912498,0.12222106735833164,0.023357150899294295
Cluster Outcome Specialists Centroid,Outcome Specialists,centroid,-0.11248236700038766,-1.3802758601089693,-0.4759571276097628,0.08493177233670231,-0.0025672006996559963,0.014265050468001375,-0.07708114455830944
